STATE,YEAR,NAME,TOPIC,TOPIC #2,Title,RELEVANT TEXT,DESCRIPTION,URL
Vermont,2014,30 V.S.A. 202c,Goal,,State telecommunications; policy and planning,"(a) The General Assembly finds that advances in telecommunications technology and changes in federal regulatory policy are rapidly reshaping telecommunications services, thereby promising the people and businesses of the State communication and access to information, while creating new challenges for maintaining a robust, modern telecommunications network in Vermont. (b) Therefore, to direct the benefits of improved telecommunications technology to all Vermonters, it is the purpose of this section and section 202d of this title to: (8) support deployment of broadband infrastructure that: (A) uses the best commercially available technology; (B) does not negatively affect the ability of Vermont to take advantage of future improvements in broadband technology or result in widespread installation of technology that becomes outmoded within a short period after installation; (9) in the deployment of broadband infrastructure, encourage the use of existing facilities, such as existing utility poles and corridors and other structures, in preference to the construction of new facilities or the replacement of existing structures with taller structures; and (10) support measures designed to ensure that by the end of the year 2024 every E-911 business and residential location in Vermont has infrastructure capable of delivering Internet access with service that has a minimum download speed of 100 Mbps and is symmetrical.","Defines the legislative intent for Vermont's state telecommunications policy, which includes supporting broadband deployment.  Establishes the goal that by 2024, every E-911 business and residential location in the state has access to internet service at speeds of 100mbps/100mbps.",https://legislature.vermont.gov/statutes/section/30/005/00202c
Vermont,2014,30 V.S.A. 202c,Legislative Intent,,State telecommunications; policy and planning,"(a) The General Assembly finds that advances in telecommunications technology and changes in federal regulatory policy are rapidly reshaping telecommunications services, thereby promising the people and businesses of the State communication and access to information, while creating new challenges for maintaining a robust, modern telecommunications network in Vermont. (b) Therefore, to direct the benefits of improved telecommunications technology to all Vermonters, it is the purpose of this section and section 202d of this title to: (8) support deployment of broadband infrastructure that: (A) uses the best commercially available technology; (B) does not negatively affect the ability of Vermont to take advantage of future improvements in broadband technology or result in widespread installation of technology that becomes outmoded within a short period after installation; (9) in the deployment of broadband infrastructure, encourage the use of existing facilities, such as existing utility poles and corridors and other structures, in preference to the construction of new facilities or the replacement of existing structures with taller structures; and (10) support measures designed to ensure that by the end of the year 2024 every E-911 business and residential location in Vermont has infrastructure capable of delivering Internet access with service that has a minimum download speed of 100 Mbps and is symmetrical.","Defines the legislative intent for Vermont's state telecommunications policy, which includes supporting broadband deployment.  Establishes the goal that by 2024, every E-911 business and residential location in the state has access to internet service at speeds of 100mbps/100mbps.",https://legislature.vermont.gov/statutes/section/30/005/00202c
Vermont,2017,30 V.S.A. 202d,Broadband Plan,,Telecommunications Plan,"(a) The Department of Public Service shall constitute the responsible planning agency of the State for the purpose of obtaining for all consumers in the State stable and predictable rates and a technologically advanced telecommunications network serving all service areas in the State. The Department shall be responsible for the provision of plans for meeting emerging trends related to telecommunications technology, markets, financing, and competition. (b) The Department shall prepare the Telecommunications Plan for the State. The Department of Innovation and Information, the Agency of Commerce and Community Development, and the Agency of Transportation shall assist the Department in preparing the Plan. The Plan shall be for a 10-year period and shall serve as a basis for State telecommunications policy. ","Directs the Department of Public Service to prepare a Telecommunications Plan to serve as the basis of state telecommunications policy.  Addresses plan requirement, including addressing the policies and goals in section 202c.",https://legislature.vermont.gov/statutes/section/30/005/00202d
Vermont,2015,30 V.S.A. 202e,Agency,,Telecommunications and connectivity,"(a) Among other powers and duties specified in this title, the Department of Public Service, through the Division for Telecommunications and Connectivity, shall promote: (1) access to affordable broadband service to all residences and businesses in all regions of the State, to be achieved in a manner that is consistent with the State Telecommunications Plan; (2) universal availability of mobile telecommunication services, including voice and high-speed data along roadways, and near universal availability statewide; (3) investment in telecommunications infrastructure in the State that creates or completes the network for service providers to create last-mile connection to the home or business and supports the best available and economically feasible service capabilities; (4) the continuous upgrading of telecommunications and broadband infrastructure in all areas of the State to reflect the rapid evolution in the capabilities of available broadband and mobile telecommunications technologies, the capabilities of broadband and mobile telecommunications services needed by persons, businesses, and institutions in the State; and (5) the most efficient use of both public and private resources through State policies by encouraging the development, funding, and implementation of open access telecommunications infrastructure.","Tasks the Department of Public Service, through the Division for Telecommunications and Connectivity, with overseeing broadband.  Defines the responsibilities of the Division to include access to affordable broadband, near univeral statewide availability of mobile telecommunications services, infrastructure investment that supports last-mile connections, continuous upgrading of broadband infrastructure, and efficient use of public and private resources.  Defines actions to acheive these goals. ",https://legislature.vermont.gov/statutes/section/30/005/00202e
Vermont,2015,30 V.S.A. 202f,Task Force,,Telecommunications and Connectivity Advisory Board,"(a) There is created the Telecommunications and Connectivity Advisory Board for the purpose of making recommendations to the Commissioner of Public Service regarding his or her telecommunications responsibilities and duties as provided in this section. The Connectivity Advisory Board shall consist of eight members, seven voting and one nonvoting",Establishes a Telecommunications and Connectivity Advisory Board to advise the Commissioner of Public Service and defines the composition and responsibilities of the Board.,https://legislature.vermont.gov/statutes/section/30/005/00202f
Vermont,2015,30 V.S.A. 209,Pole attachments,,Jurisdiction; general scope,"(i) Pole attachments; broadband. For the purposes of Commission rules on attachments to poles owned by companies subject to regulation under this title, broadband service providers shall be considered ""attaching entities"" with equivalent rights to attach facilities as those provided to ""attaching entities"" in the rules, regardless of whether such broadband providers offer a service subject to the jurisdiction of the Commission. The Commission shall adopt rules in accordance with 3 V.S.A. chapter 25 to further implement this section. The rules shall be aimed at furthering the State's interest in ubiquitous deployment of mobile telecommunications and broadband services within the State.","Directs the Public Utility Commission to adopt rules on pole attachments by companies subject to regulation under this section.  Defines broadband providers as ""attaching entities"" with rights to attach whether or not those companies are subject to regulation by the Public Service Commission. ",https://legislature.vermont.gov/statutes/section/30/005/00209
Vermont,2007,30 V.S.A. 517,SP - Other,,Line extensions,"(b) Upon petition of a company, the Commission shall modify the line extensions that a company would otherwise be required to construct if the company agrees to undertake alternative actions, including the extension of facilities that support alternative technologies for delivering broadband to users. Copies of the petition shall be filed with the Department and the Vermont Telecommunications Authority. The Commission shall approve such alternative methods of satisfying line extension requirements after notice and opportunity for hearing if it finds the petition promotes the general good of the State. In reaching its determination, the Commission shall consider whether the company's proposal: (1) is consistent with the activities and initiatives of the Vermont Telecommunications Authority; (2) is likely to provide broadband access to a greater number of unserved consumers than would the foregone cable television line extension requirements; (3) supports the expansion of broadband services at prices and service levels comparable to those commonly available throughout the State, but not less than the minimum technical service characteristics required by section 8077 of this title;","Allows the Public Utility Commission to modify line extension that a company would be required to construct if the company agrees to take actions, inculding extending facilities to support broadband delivery to users.  The Commission shall consider whether the proposal will provide access to a greater number of unserved and underserved consumers at a price point comprable to those services commonly available throughout the state. ",https://legislature.vermont.gov/statutes/section/30/013/00517
Vermont,2007,30 V.S.A. 2502,Rights-of-way,ROW - Other,Lines of wires along highways; wireless telecommunications facilities; broadband facilities construction; restriction,"Lines of telegraph, telephone, and electric wires, as well as two-way wireless telecommunications facilities and broadband facilities, may, subject to the provisions of 19 V.S.A. § 1111, be constructed and maintained by a person or corporation upon or under a highway, in such manner as not to interfere with repairs of such highway or the public convenience in traveling upon or using the same.",Allows access to highway rights-or-way for construction and maintenance or wireless facilities and broadband infrastructure as long as it does not interfere with highway repairs or travel. ,https://legislature.vermont.gov/statutes/section/30/071/02502
Vermont,2007,30 V.S.A. 2513,Rights-of-way,Railroad,Lines along railroad tracks; wireless and other telecommunications facilities,"(a) A company subject to the jurisdiction of the Public Utility Commission may erect and maintain its telecommunications or electric transmission and distribution lines and facilities along the sides of railroad tracks within the limits of lands owned or held by a railroad on paying reasonable compensation to the railroad. If they cannot agree upon the amount of reasonable compensation, it shall be determined by the Transportation Board which shall ascertain the compensation. (b) Wireless telecommunications and broadband facilities may be erected and maintained within the limits of lands owned or held by a railroad in the same manner as other utility facilities.",Allows wireless telecommunications and broadband facilities to be placed and maintained in railroad rights-or-way in the manner of other utilities upon paying reasonable compensation to the railroad. ,https://legislature.vermont.gov/statutes/section/30/071/02513
Vermont,1999,30 V.S.A. 3001a,Cooperatives,,Purpose,"Cooperatives may be organized under this chapter for the purpose of creating or supplying energy, cable television, telecommunications, interactive media, and Internet access and facilitating and extending the use thereof, and in addition, any other lawful business not inconsistent with this chapter that utilizes the electric distribution facilities of the cooperative.",Defines providing internet access as an allowable purpose of an electric cooperative. ,https://legislature.vermont.gov/statutes/section/30/081/03001a
Vermont,1999,30 V.S.A. 3002,Cooperatives,,Powers,"A cooperative shall have power: (1) To sue and be sued in its corporate name. (2) To have perpetual existence. (3) To adopt a corporate seal and alter the same. (4) To generate, manufacture, purchase, acquire, accumulate, and transmit electric energy; and to distribute, sell, supply, and dispose of energy, cable television, telecommunications, interactive media, and Internet access to its members, to governmental agencies and political subdivisions; provided, however, that in the generation of electric energy by water power, a cooperative shall comply with the provisions of 10 V.S.A. §§ 1081-1099, relating to the construction and maintenance of dams and, provided further, that a cooperative doing any activity governed by this title shall be regulated hereunder for that activity.","Defines the powers of electric cooperatives, including to provide internet access to its members, government agencies, and political subdivisions. ",https://legislature.vermont.gov/statutes/section/30/081/03002
Vermont,1999,30 V.S.A. 3043,Cooperatives,,Formation of cooperatives by cooperatives,"(a) Notwithstanding any other provision of this chapter, one or more cooperatives formed under the provisions of this chapter may organize and control a cooperative having as its principal purpose the generation, manufacture, purchase, acquisition, accumulation, transmission, sale, supply, and disposal of energy, cable television, telecommunications, interactive media, and Internet access. Such a cooperative shall have all of the powers of cooperatives formed under the provisions of this chapter.","Allows one or more cooperatives to form a cooperative, including to provide internet access services. ",https://legislature.vermont.gov/statutes/section/30/081/03043
Vermont,2015,30 V.S.A. 7515,State USF,,High-Cost Program,"(a) The Universal Service Charge shall be used as a means of keeping basic telecommunications service affordable in all parts of this State, thereby maintaining universal service, and as a means of supporting access to broadband service in all parts of the State. (b) The Public Utility Commission, after review of a petition of a company holding a certificate of public good to provide telecommunications service in Vermont, and upon finding that the company meets all requirements for designation as an ""eligible telecommunications carrier"" as defined by the FCC, may designate the company as a Vermont-eligible telecommunications carrier (VETC). (c) The supported services a designated VETC must provide are voice telephony services, as defined by the FCC, and broadband Internet access, directly or through an affiliate. A VETC receiving support under this section shall use that support for capital improvements in high-cost areas, as defined in subsection (f) of this section, to build broadband capable networks.",Defines the Universal Service Charge to include supporting access to broadband in all parts of the state. Requires Vermont Eligible Telecommunications Carriers (VETCs) to provide voice telephony and internet access service directly or through an affiliate.  Further requires VETCs receiving support in high cost areas to make capital investments in broadband infrastructure to provide speeds of at least 4mbps/1mbps within 5 years of designation as a VETC. ,https://legislature.vermont.gov/statutes/section/30/088/07515
Vermont,2015,30 V.S.A. 7515b,State USF,,Connectivity Initiative,"(b) The Department of Public Service shall publish annually a list of census blocks eligible for funding based on the Department's most recent broadband mapping data. The Department annually shall solicit proposals from service providers to deploy broadband to eligible census blocks. The Department shall give priority to proposals that reflect the lowest cost of providing services to unserved and underserved locations; however, the Department also shall consider: (1) the proposed data transfer rates and other data transmission characteristics of services that would be available to consumers; (2) the price to consumers of services; (3) the proposed cost to consumers of any new construction, equipment installation service, or facility required to obtain service; (4) whether the proposal would use the best available technology that is economically feasible; (5) the availability of service of comparable quality and speed; and (6) the objectives of the State's Telecommunications Plan. ",Establishes a Connectivity Initiative to deploy high speed internet to all service locations in Vermont at speeds of at least 10mbps/1mbps.  Directs the Public Service Department to publish a list of census blocks eligible for funding on an annual basis and to solicit proposals from providers to deploy service to those census blocks.,https://legislature.vermont.gov/statutes/section/30/088/07515b
Vermont,2015,30 V.S.A. 7515b,Mapping,,Connectivity Initiative,"(b) The Department of Public Service shall publish annually a list of census blocks eligible for funding based on the Department's most recent broadband mapping data. The Department annually shall solicit proposals from service providers to deploy broadband to eligible census blocks. The Department shall give priority to proposals that reflect the lowest cost of providing services to unserved and underserved locations; however, the Department also shall consider: (1) the proposed data transfer rates and other data transmission characteristics of services that would be available to consumers; (2) the price to consumers of services; (3) the proposed cost to consumers of any new construction, equipment installation service, or facility required to obtain service; (4) whether the proposal would use the best available technology that is economically feasible; (5) the availability of service of comparable quality and speed; and (6) the objectives of the State's Telecommunications Plan. ",Establishes a Connectivity Initiative to deploy high speed internet to all service locations in Vermont at speeds of at least 10mbps/1mbps.  Directs the Public Service Department to publish a list of census blocks eligible for funding on an annual basis and to solicit proposals from providers to deploy service to those census blocks.,https://legislature.vermont.gov/statutes/section/30/088/07515b
Vermont,2015,30 V.S.A. 7515b (a),Definition - Unserved,,Connectivity Initiative,"As used in this section, ""unserved"" means a location having access to only satellite or dial-up Internet service",Defines an unserved area as having access only to satellite or dial-up internet,https://legislature.vermont.gov/statutes/section/30/088/07515b
Vermont,2015,30 V.S.A. 7515b (a),Definition - Underserved,,Connectivity Initiative,"""underserved"" means a location having access to Internet service with speeds that exceed satellite and dial-up speeds but are less than 4 Mbps download and 1 Mbps upload.","Defines an underserved area as having speeds that exceed tellite and dial up, but are less than 4mbps/1mbps",https://legislature.vermont.gov/statutes/section/30/088/07515b
Vermont,2015,30 V.S.A. 7516,Fund - Broadband,,Connectivity Fund,"There is created a Connectivity Fund for the purpose of providing support to the High-Cost Program established under section 7515 of this chapter and the Connectivity Initiative established under section 7515b of this chapter. The fiscal agent shall determine annually, on or before September 1, the amount of monies available to the Connectivity Fund. Such funds shall be apportioned as follows: 45 percent to the High-Cost Program and 55 percent to the Connectivity Initiative.",Creates a Connectivity Fund to support the high cost program.  Funds are distributed between the high cost program (45 percent) and the Connectivity Initiative (55 percent).,https://legislature.vermont.gov/statutes/section/30/088/07516
Vermont,2007,30 V.S.A. 8091,IA - Other,,Access to facilities,"(a) Any company shall allow and enable access to its plant and equipment where possible for the installation and maintenance of communications facilities by communications service providers. (b) When constructing or substantially reconstructing lines or structures used for electric or gas transmission or electric distribution, a company shall allow for the construction and maintenance of communications facilities thereupon if requested by a communications service provider. (c) Access and services required by this section shall be subject to regulation by the Public Utility Commission and the Department of Public Service and shall be offered on rates, terms, and conditions, including terms of ownership of facilities, established in section 8092 of this chapter, except that services under tariffs developed pursuant to Public Utility Commission rules regarding pole attachments shall be governed by those rules.","Requires electric and gas companies to allow for the construction of communications facilities, including broadband facilities, when constructing or substantially reconstructing electric and gas lines. ",https://legislature.vermont.gov/statutes/section/30/092/08091
Vermont,2011,30 V.S.A. 8092,IA - Other,,Rates; terms; conditions,"(a) Any company providing electric or gas service under Public Utility Commission jurisdiction pursuant to this title shall prepare and file with the Public Utility Commission, with a copy provided to the Commissioner of Public Service and the Director for Public Advocacy, a statement of generally available rates, terms, and conditions for attachments and installations required under section 8091 of this chapter. The nature and specificity of such statement may take into account the nature and size of the company, an assessment of the types of communications facilities for which requests are most likely, and such other factors as necessary to ensure that the rates, terms, and conditions set forth in the statement are sufficiently flexible to meet the capacities of the company, the interests of the company's ratepayers, and the goal of facilitating broadband and wireless service.","Requires electric and gas companies to register a statement rates, terms, and conditions for attachments with the Public Utility Commission. The statement must include the types of communications companies for which requests are most likely, and the goals of expanding broadband and wireless service, among other factors.",https://legislature.vermont.gov/statutes/section/30/092/08092
Vermont,2007,30 V.S.A. 8096,Legislative Intent,,Legislative intent,The General Assembly intends that this chapter will result in improved and increased access to mobile telecommunications and broadband services for all underserved Vermont households and businesses. ,States legislative intent to increase access to and improve mobile telecommunications and broadband services in underserved areas.,https://legislature.vermont.gov/statutes/section/30/092/08096
Vermont,2017,10 V.S.A. 325m,Other,,Rural Economic Development Initiative,"(1) The Rural Economic Development Initiative shall provide the following services to small towns and businesses in rural areas: (A) identification of grant or other funding opportunities available to small towns, businesses in rural areas, and industrial parks in small towns and rural areas that facilitate business development, siting of businesses, workforce development, broadband deployment, infrastructure development, or other economic development opportunities;","Establishes a Rural Economic Development Initiative within the Vermont Housing and Conservation Board to support community economic development in small towns and rural areas by providing assistance with identification of grant funding opportunities, including for broadband infrastructure, and technical assistance with writing and completing grant applications. Expires on July 1, 2021",https://legislature.vermont.gov/statutes/section/10/015/00325m
Vermont,2015,19 V.S.A. 26a,Rights-of-way,ROW - Other,Determination of rent to be charged for leasing or licensing State-owned property under the Agency's jurisdiction,"(b) Unless otherwise required by federal law, the Agency shall assess, collect, and deposit in the Transportation Fund a reasonable charge or payment with respect to leases or licenses for access to or use of State-owned rights-of-way by providers of broadband or wireless communications facilities or services. The Agency may waive such charge or payment in whole or in part if the provider offers to provide comparable value to the State so as to meet the public good as determined by the Agency and the Department of Public Service. For the purposes of this section, the terms ""comparable value to the State"" shall be construed broadly to further the State's interest in ubiquitous broadband and wireless service availability at reasonable cost. Any waiver of charges or payments for comparable value to the State granted by the Agency may not exceed five years. ","Requires the Agency of Transportation, unless otherwise required under Federal law, to collect reasonable payment to be deposited into the Transportation Fund for leases or licenses to use state-owned rights-of-way by broadband providers or for wireless facilities. Allows the Agency to waive charges and enter into an agreement with the provider to provide comparable value to meet the public good.",https://legislature.vermont.gov/statutes/section/19/001/00026a
Vermont,2007,5 V.S.A. 3431,Rights-of-way,Railroad,Railroad rights-of-way,"Notwithstanding the provisions of 1 V.S.A. § 213, when railroad operations cease on railroad rights-of-way owned by the State or municipality, the title or interest held by the State or municipality in such rights-of-way shall be retained by the State or municipality for future transportation purposes and such other purposes as are not inconsistent with future transportation purposes; except that such rights-of-way shall not be used by members of the general public without permission of the State or municipality. The State or municipality shall allow abutting farm operations to use the land over which the rights-of-way pass for agricultural purposes. Unless use and occupancy of railroad rights-of-way adversely affect railroad safety, broadband facilities and wireless and other telecommunications facilities that are installed along or within the railroad right-of-way in compliance with applicable operations and safety standards at the time of installation are consistent with existing and future transportation purposes. ","Addresses use of railroad rights-of-way owned by states and municipalities when railroad operations cease.  States that broadband, wireless, and other telecommunications facilities installed along or within the railroad right-o-way and compliant with installation and safety standards at the time of installation are consistent with existing and future transportation purposes.",https://legislature.vermont.gov/statutes/section/05/060/03431
Vermont,2011,22 V.S.A. 723,Pole attachments,,Duties and powers of Division and State Historic Preservation Officer,"(c) The State Historic Preservation Officer and the Division shall adopt a procedure for the efficient review in accordance with this chapter and the National Historic Preservation Act, 16 U.S.C. chapter 1A, subchapter II, of undertakings related to the provision of broadband services, and shall take all feasible steps to effect such efficient review. Unless contrary to federal requirements, any review of pole attachments shall be conducted using a systemic approach. ","Directs the State Historic Preservation Officer and the Division for Historic Preservation to adopt an efficient review prodcedure for undertakings related to providing broadband services, including a systemic approach to reviewing pole attachments.",https://legislature.vermont.gov/statutes/section/22/014/00723
Vermont,2015,22 V.S.A. 901,Agency,,Agency of Digital Services,"(a) The Agency of Digital Services, created in 3 V.S.A. § 2283b, shall have all the responsibilities assigned to it by law, including the following: (10) To support the statewide development of broadband telecommunications infrastructure and services, in a manner consistent with the telecommunications plan prepared pursuant to 30 V.S.A. § 202d and community development objectives established by the Agency of Commerce and Community Development, by: (A) purchasing telecommunications services or facilities at rates competitive within the national marketplace; (B) sharing bandwidth with service providers or other users; (C) establishing equipment colocation arrangements with service providers; or (D) making other reasonable arrangements. (15) To ensure that any State government contract for broadband Internet access service, as defined in 3 V.S.A. § 348(d)(1), contains terms and conditions requiring that the Internet service provider certify that it is in compliance with the consumer protection and net neutrality standards established in 3 V.S.A. § 348.",Defines the responsibilities of the Agency of Digital Services to include supporting statewide deployment of broadband telecommunications infrastructure and services and to ensure that state government contracts for broadband internet access service require that the ISP cerify compliance with consumer protection and net neutrality standards. ,https://legislature.vermont.gov/statutes/section/22/015/00901
Vermont,2017,3 V.S.A. 348,Open access,,Internet service providers; net neutrality compliance,"(b) A certificate of net neutrality compliance shall be granted to an Internet service provider that demonstrates and the Secretary finds that the Internet service provider, insofar as the provider is engaged in the provision of broadband Internet access service: (1) Does not engage in any of the following practices in Vermont: (A) Blocking lawful content, applications, services, or nonharmful devices, subject to reasonable network management. (B) Impairing or degrading lawful Internet traffic on the basis of Internet content, application, or service or the use of a nonharmful device, subject to reasonable network management. (C) Engaging in paid prioritization, unless this prohibition is waived pursuant to subsection (c) of this section. (D) Unreasonably interfering with or unreasonably disadvantaging either a customer's ability to select, access, and use broadband Internet access service or lawful Internet content, applications, services, or devices of the customer's choice or an edge provider's ability to make lawful content, applications, services, or devices available to a customer. Reasonable network management shall not be considered a violation of this prohibition.(E) Engaging in deceptive or misleading marketing practices that misrepresent the treatment of Internet traffic or content to its customers.","Establishes conditions for net neutrality compliance, requiring ISPs to demonstrate that they do not block lawful content, impair or degrade lawful internet traffic, engage in paid prioritization, or unreasonably interfere with customer access and choice or an edge provider's ability to make content available. Further requires that ISPs provide customers with accurate information on network management practices and commercial terms of service.",https://legislature.vermont.gov/statutes/section/03/014/00348
Vermont,2017,3 V.S.A. 348 (d) (1),Definition - Broadband,Tech,Internet service providers; net neutrality compliance,"""Broadband Internet access service"" means a mass-market retail service by wire or radio in Vermont that provides the capability to transmit data to and receive data from all or substantially all Internet endpoints, including any capabilities that are incidental to and enable the operation of the communications service, but excluding dial-up Internet access service. The term also encompasses any service in Vermont that the Secretary finds to be providing a functional equivalent of the service described in this subdivision, or that is used to evade the protections established in this chapter.","Defines boradband internet access service as mass-market retail service by radio or wire that can transmit and receive data from internet endpoints, and functionally equivalent services.",https://legislature.vermont.gov/statutes/section/03/014/00348
Vermont,2017,3 V.S.A. 349,SP - Other,,State contracting; Internet service,"The Secretary of Administration shall include in Administrative Bulletin 3.5 a requirement that State procurement contracts for broadband Internet access service, as defined in subdivision 348(d)(3) of this title, include terms and conditions requiring that the Internet service provider certify that it is in compliance with the consumer protection and net neutrality standards established in section 348 of this title. ",Directs the Secretary of Administration to include a requirement that state procurement contracts for broadband internet access service certify that the ISP is in compliance with state consumer protection and net neutrality standards.,https://legislature.vermont.gov/statutes/section/03/014/00349
Vermont,2017,2 V.S.A. 754,Open access,,Contracts for Internet service,"Every contract for broadband Internet access service, as defined in 3 V.S.A. § 348(d)(1), for the Legislative Branch shall include terms and conditions requiring that the Internet service provider certify that it is in compliance with the consumer protection and net neutrality standards established in 3 V.S.A. § 348.",Requires all Legislative Branch contracts for broadband internet access service to include terms and conditions requiring that the provider certify that it is compliance with consumer protection and net neutrality standards.,https://legislature.vermont.gov/statutes/section/02/022/00754
Vermont,2017,4 V.S.A. 27a,Open access,,Contracts for Internet service,"Every contract to provide broadband Internet access service, as defined in 3 V.S.A. § 348(d)(1), for the Judicial Branch shall include terms and conditions requiring that the Internet service provider certify that it is in compliance with the consumer protection and net neutrality standards established in 3 V.S.A. § 348.",Requires all Judicial Branch contracts for broadband internet access service to include terms and conditions requiring that the provider certify that it is compliance with consumer protection and net neutrality standards.,https://legislature.vermont.gov/statutes/section/04/001/00027a
Vermont,2017,9 V.S.A. 2466c,Open access,,Internet service; network management; Attorney General review and disclosure,"(a) The Attorney General shall review the network management practices of Internet service providers in Vermont and, to the extent possible, make a determination as to whether the provider's broadband Internet access service complies with the open Internet rules contained in the Federal Communications Commission's 2015 Open Internet Order , ""Protecting and Promoting the Open Internet,"" WC Docket No. 14-28, Report and Order on Remand, Declaratory Ruling and Order , 30 FCC Rcd 5601. (b) The Attorney General shall disclose his or her findings under this section on a publicly available, easily accessible website maintained by his or her office. (Added 2017, No. 169 (Adj. Sess.), § 8.)",Directs the Attorney General to review network management practices of ISPs and prepare a report on whether they comply with the FCC's 2015 Open Internet Order.  The findings are to be publicly posted on the Attorney General's website. ,https://legislature.vermont.gov/statutes/section/09/063/02466c
Virginia,2018,Va. Code. 2.2-115,Fund - Other,,Commonwealth's Development Opportunity Fund.,"D. Funds may be used for public and private utility extension or capacity development on and off site; public and private installation, extension, or capacity development of high-speed or broadband Internet access, whether on or off site; road, rail, or other transportation access costs beyond the funding capability of existing programs; site acquisition; grading, drainage, paving, and any other activity required to prepare a site for construction; construction or build-out of publicly or privately owned buildings; training; or grants or loans to an industrial development authority, housing and redevelopment authority, or other political subdivision for purposes directly relating to any of the foregoing. However, in no case shall funds from the Fund be used, directly or indirectly, to pay or guarantee the payment for any rental, lease, license, or other contractual right to the use of any property.","Creates a Commonwealth Development Opportunity Fund to attract economic development and support expansion of existing industry.  The fund can be used to support public and private installation, extension, or capacity development of high-speed or broadband Internet access.",https://law.lis.virginia.gov/vacode/title2.2/chapter1/section2.2-115/
Virginia,2018,Va. Code. 2.2-205.2,Agency,,Commonwealth Broadband Chief Advisor.,"A. The position of Commonwealth Broadband Chief Advisor (Chief Advisor) is hereby established within the office of the Secretary of Commerce and Trade. 1. The purpose of the Chief Advisor is to serve as Virginia's single point of contact and integration for broadband issues, efforts, and initiatives and to increase the availability and affordability of broadband throughout all regions of the Commonwealth. 2. The Chief Advisor shall be selected for his knowledge of, background in, and experience with information technology, broadband telecommunications, and economic development in a private, for-profit, or not-for-profit organization. B. The Chief Advisor shall be designated by the Secretary of Commerce and Trade. Staff for the Chief Advisor shall be provided by the Center for Innovative Technology (CIT) and the Department of Housing and Community Development (DHCD). All agencies of the Commonwealth shall provide assistance to the Chief Advisor, upon request.",Establishes a position of Broadband Chief Advisor within the Office of the Secretary of Commerce and Trade to serve as a single point of contact for broadband across state agencies.  Assigns staff from the Center for Innovative Technology and the Department of Housing and Community Development to support the Chief Advisor. Defines the responsibilities of the Chief Broadband Advisor.,https://law.lis.virginia.gov/vacode/title2.2/chapter2/section2.2-205.2/
Virginia,2009,Va. Code. 2.2-225,Agency,,Position established; agencies for which responsible; additional powers.,"The position of Secretary of Technology (the Secretary) is created. The Secretary shall be responsible to the Governor for the following agencies, councils, and boards: Information Technology Advisory Council, Innovation and Entrepreneurship Investment Authority, Virginia Information Technologies Agency, Virginia Geographic Information Network Advisory Board, and the 9-1-1 Services Board. The Governor, by executive order, may assign any other state executive agency to the Secretary, or reassign any agency listed in this section to another Secretary. Unless the Governor expressly reserves such power to himself, the Secretary may, with regard to strategy development, planning and budgeting for technology programs in the Commonwealth: 10. Monitor the trends in the availability and deployment of and access to broadband communications services, which include, but are not limited to, competitively priced, high-speed data services and Internet access services of general application, throughout the Commonwealth and advancements in communications technology for deployment potential. The Secretary shall report annually by December 1 to the Governor and General Assembly on those trends.",Establishes the position of Secretary of Technology.  Tasks the Secreatary of Technology with monitoring broadband deployment and access trends. ,https://law.lis.virginia.gov/vacode/title2.2/chapter2/section2.2-225/
Virginia,2009,Va. Code 2.2-225.1,Broadband Office,,Office of Telework Promotion and Broadband Assistance,"A. There is hereby established the Office of Telework Promotion and Broadband Assistance in the office of the Secretary of Technology, consisting of a director, appointed by the Secretary of Technology, and such additional telework and broadband professionals as deemed necessary. The goals of the Office are to encourage telework as a family-friendly, business-friendly public policy that promotes workplace efficiency and reduces strain on transportation infrastructure. In conjunction with efforts to promote telework, the Office shall work with public and private entities to develop widespread access to broadband services. It shall be the duty of the Director of the Office to advise the Secretary and the Board of Directors of the Innovation and Entrepreneurship Investment Authority, generally.","Establishes an Office of Telework Promotion and Broadband Assistance within the Office of the Secretary of Technology. To promote broadband in the state as a family-friendly, business-friendly public policy. Responsibilities of the office include promoting telework, advising on telework programs and plans, and supporting broadband deployment efforts. Expires July 1, 2019.",https://law.lis.virginia.gov/vacode/title2.2/chapter2/section2.2-225.1/
Virginia,2009,Va. Code 2.2-2817.1,Other,,State agencies to establish alternative work schedules; reporting requirement.,"C. The head of each state agency shall annually report to the (i) Secretary of Administration or his designee on the status and efficiency of telecommuting and participation in alternative work schedules and (ii) Secretary of Technology or his designee concerning specific budget requests for information technology, software, telecommunications connectivity (i.e., broadband Internet access, additional telephone lines, and online collaborative tools), or other equipment or services needed to increase opportunities for telecommuting and participation in alternate work locations.","Requires the head of each state agency to establish a telecommuting and alternative work policy.  Requires the head of each agency to report annually to the Secretary of Adminsitration on the efficiency of and participation in alternative work schedules, as well as IT needs, including broadband access.  ",https://law.lis.virginia.gov/vacode/title2.2/chapter28/section2.2-2817.1/
